channel_1,channel_2,channel_3,channel_4,beta_power,focus_score,focused_classification
268.37381835782435,463.9004629162373,218.57985537278,222.21316817973275,59081.020578223775,0.9999999965102879,1
486.2631947012851,492.4480542530073,524.9921961799264,555.9104166011093,60286.5454003538,0.9999999973827159,1
529.4342623522971,556.3535947458586,539.2248529487988,263.58207153959665,59992.49968506672,0.9999999988958334,1
488.1396895040525,488.52770412445534,520.1041469378397,553.4374077554094,60193.693290769,0.9999999995341797,1
538.6816324802348,263.09868947032373,280.1096244187793,464.46799273451325,59596.19851800453,0.9999999996506348,1
488.78201732144225,484.95048981683794,524.4938545108307,557.6064612310147,60245.09894450431,0.9999999998034821,1
518.3622885334771,553.4561072551878,539.5988429443678,261.88415695971344,59945.65367114523,0.999999999917094,1
214.89511894143652,221.02481496881228,485.40395268646535,492.1563420564635,59831.86400055787,0.9999999999533654,1
533.5130907414714,261.3512212160276,281.7542454242939,467.1251916530309,59683.7571804116,0.9999999999737681,1
-269.95953593903687,-3.233610999188386,-3.083080025971867,33.46649475349113,64456.330714781114,0.9999999999889334,1
-226.4121408549836,-210.41191386955325,-28.53870907437522,-279.1409903302556,64182.343860379486,0.9999999999937751,1
-6.472364360815845,31.14682180597447,71.61020188906696,36.18306458380539,61736.93518663074,0.9999999999964985,1
-27.564465135918,-274.0696859903401,-264.277692931355,-4.831483255256899,62140.1903700814,0.9999999999980305,1
-260.8295051722089,-0.7147883790312335,-10.730240460368805,33.847964548971504,63205.647074937435,0.9999999999991691,1
-228.19420318386983,-206.57945138996,-24.65014809544664,-283.8336297996575,62736.16010497882,0.9999999999995326,1
-12.548766813823022,36.898787937825546,75.39030576928053,33.433303141384386,60966.16466285741,0.9999999999997371,1
-30.540490525658242,-281.29423772974405,-257.9768964810064,0.9251577515387908,61278.15258841138,0.9999999999998521,1
-13.063938032719307,37.83002302679233,73.7877586382674,26.814615194802172,61103.33933065382,0.9999999999999737,1
-33.96717386005912,-289.3125832347432,-254.15471872629132,0.21831665991339833,61327.41688807946,0.9999999999999851,1
-491.2442739547696,-241.58164256275631,-261.1899380304385,-205.90252949798014,65076.88419597931,0.9999999999999938,1
-477.7787641643081,-437.7739893132821,-275.40529776201583,-536.0987640733365,64043.306371162114,0.9999999999999964,1
-266.719380114926,-208.39797774341423,-164.10494010569528,-222.07058449392207,61923.470681721905,0.999999999999998,1
-524.3419210751308,-783.8844331750879,-739.5684886501404,-489.37292151444126,63169.81354715683,0.9999999999999989,1
-731.7530327177374,-490.5154609509045,-506.1332831658656,-450.6252205360215,63883.87119571971,0.9999999999999996,1
-723.3812666669255,-678.4585233741673,-524.7093662457773,-782.3258298685541,64434.52283940127,0.9999999999999998,1
-512.90624198562,-448.5645356604364,-400.3399281942984,-473.0931370073231,63014.90306200661,0.9999999999999998,1
-887.6245830709813,-959.1520396735286,-1214.4245209990768,-1161.5189612508984,65066.03773386598,0.9999999999999998,1
-1457.5540146559943,-1410.689328311244,-1264.0534608985763,-1525.9493050456513,67735.95103829488,0.9999999999999998,1
4.356048473389819,-236.11390882753767,-180.74001510860398,-282.10018617019523,87066.36378175055,0.9999999999999998,1
-428.3592586623272,-530.1569980187342,-801.6980441515334,-720.0120842943434,88399.35678945441,0.9999999999999998,1
-488.6955321349669,-513.2507802690379,-447.9310901054414,-386.6364672691561,87341.66023883093,0.9999999999999998,1
-487.2687603018712,-726.8037426138762,-669.4430270434823,-770.1963993372628,88040.78676425276,0.9999999999999998,1
-1043.2240557024488,-970.3960488903103,-731.709088893258,-766.4882885311963,89057.07704160066,0.9999999999999998,1
-723.1914667441742,-973.9237095235148,-906.45497934788,-1013.0482054224703,90592.69036914289,0.9999999999999998,1
-971.4941770147998,-1005.8245886580553,-935.9272609486943,-878.7736423383467,88268.93246014373,0.9999999999999998,1
-1178.5172740370035,-1114.5561025323113,-1203.9341016233666,-1456.357714157668,87200.90891389575,0.9999999999999998,1
-1783.6667459672317,-1699.3862305157818,-1469.5282393391244,-1509.8957844858523,88715.91483010832,0.9999999999999998,1
-1466.3773736264557,-1708.1824752115645,-1645.448458379833,-1753.3955282383831,89360.2320759748,0.9999999999999998,1
-1890.4796911642188,-1997.4300776845776,-2266.812266567955,-2184.954271312803,89318.81975281744,0.9999999999999998,1
-1916.3065052832244,-1851.552474987926,-1961.7561069822405,-2198.8199503985234,91735.30331605737,0.9999999999999998,1
-2375.4512179183075,-2489.6364409029484,-2760.482800618978,-2669.5910770208575,92886.9103126032,0.9999999999999998,1
-2408.686773849535,-2339.150346485898,-2449.695244351169,-2689.0338819155004,93569.79887947095,0.9999999999999998,1
-3017.2339448895073,-2917.134587600478,-2695.265957704163,-2737.407150404877,94855.46109657636,0.9999999999999998,1
-2701.358254731982,-2935.633067756309,-2863.875607306487,-2977.792492469307,95940.27480810904,0.9999999999999998,1
-2860.510632321355,-2979.8485024699476,-3258.998375062598,-3161.0803144227248,97684.70929597157,0.9999999999999998,1
-2888.227030892973,-2589.027554637869,-2702.3044494207716,-2931.1190085097915,97147.42346206523,0.9999999999999998,1
-3253.5722477143863,-3152.2256337901345,-3193.4641081390437,-3221.535797206452,99525.55610915033,0.9999999999999998,1
-3108.02422370133,-3231.2548622163013,-3503.6673050387762,-3395.3728919718415,100648.89284863489,0.9999999999999998,1
-3136.7162686738884,-3074.1388601528015,-3201.6283097423147,-3426.372922704555,101041.00701134362,0.9999999999999998,1
-3753.0802981087472,-3645.271137061063,-3431.547074293252,-3479.1718953039963,102816.70661639316,0.9999999999999998,1
-3435.8689961795462,-3472.871566341142,-3375.2438154353295,-3075.5497374110855,106875.09253776948,0.9999999999999998,1
-3348.610117900884,-3482.361094991211,-3755.2503750580363,-3643.5077742319554,104653.39211736886,0.9999999999999998,1
504.33158636221197,583.1079040538752,443.9163075030083,172.5856307427166,204665.64304124104,0.9999999999999998,1
445.36738868581597,166.0426757702371,288.7871272909688,485.0654917404754,198810.43293984263,0.9999999999999998,1
849.2564819380641,720.1644852175377,501.2185871365946,582.802634719992,193492.30203957146,0.9999999999999998,1
289.4598417954985,482.8500685042236,438.8099416010082,554.5841545793228,199652.96333952603,0.9999999999999998,1
451.0814883306157,548.0538217691937,607.2671902801376,470.857144321315,188083.31297514966,0.9999999999999998,1
608.039947108482,473.8794509730069,255.75633088231552,333.3097012884682,182036.13587362648,0.9999999999999998,1
43.45810497261118,234.63337593257893,193.8497669157805,304.94022268708795,184158.54209337896,0.9999999999999998,1
258.3822081387043,337.6260133248288,191.33047680812888,-78.32191984704696,186332.7826058306,0.9999999999999998,1
192.75865110370796,-81.39939002308529,47.94131004449446,242.68818546214607,184667.14239634157,0.9999999999999998,1
602.6110148353036,467.87270415667444,256.34957251278684,343.0498032355681,184985.22494381043,0.9999999999999998,1
294.01457245403435,487.94988958130125,434.5151339893928,547.6550549364183,184800.0523480675,0.9999999999999998,1
505.4241046367679,579.209525837563,434.59507435094565,163.29338181531057,188108.3694982773,0.9999999999999998,1
431.57744257419836,160.78344145754818,299.3990934152389,487.7451300587272,185918.94138588608,0.9999999999999998,1
292.3666790360585,485.8625579185318,435.66468573827296,555.0773538859794,188168.7497516467,0.9999999999999998,1
499.66045131755527,590.6858763390919,432.4535141388187,156.77987855498213,189799.65628264096,0.9999999999999998,1
434.49362956464756,551.1513939074939,853.4942560753552,709.1116783859907,187719.7578241549,0.9999999999999998,1
1100.6263776598498,951.9681593461428,747.9154778637458,834.9373399827164,186191.99123183807,0.9999999999999998,1
540.3603800728451,733.5860511835199,676.6647738579195,795.8881095703691,188721.18314268414,0.9999999999999998,1
748.6297987552825,832.1109105912037,680.6187830860727,404.2841201850679,191620.70091160128,0.9999999999999998,1
679.3144929765258,794.4959318118636,854.5797620374942,708.3833328696201,188154.65321154176,0.9999999999999998,1
606.5771787383128,458.25181152066216,255.14812965202145,342.7178871145006,187325.34218876337,0.9999999999999998,1
54.674532427219674,242.6998726495076,180.03036909201182,305.76861052727327,188854.03163742909,0.9999999999999998,1
10.512858775444329,98.32290481007658,-57.399984519928694,-338.9106689596083,188516.7595527794,0.9999999999999998,1
-191.93353567598388,-2.488903420511633,-57.89178136410192,62.53673710906878,189912.83769592523,0.9999999999999998,1
121.86884744360577,-28.917373944888823,-234.55857793346513,-151.12421484699007,187351.73392777765,0.9999999999999998,1
-145.22358769190032,-303.401721342816,-576.8248721283162,-434.8694895101944,192681.1812633448,0.9999999999999998,1
-518.097690611612,-725.805189325707,-636.9227269787807,-787.9828960390296,182831.77256966016,0.9999999999999998,1
-878.9120186367072,-1032.1703138959128,-1311.7259656337555,-1167.3050539698452,199423.4251243486,0.9999999999999998,1
-913.7763009986375,-851.6958316841628,-1016.6572088797111,-1218.141514067538,141445.79932243464,0.9999999999999998,1
-1568.128831720911,-1415.7484779763035,-1225.679282428231,-1289.0537571273744,102276.71805133717,0.9999999999999998,1
-1262.2311946451664,-1462.1456768265925,-1361.348828195827,-1281.2705578320893,102187.56838572676,0.9999999999999998,1
-1265.763062665821,-1463.5850708220387,-1365.9690071035875,-1528.9117732980521,102795.99025065762,0.9999999999999998,1
-1810.721649734187,-1658.503046662663,-1474.038091198192,-1532.9274908754742,101763.66522787411,0.9999999999999998,1
-1496.2998456844361,-1700.848063910962,-1607.0261286975583,-1528.4896320905536,101117.79832323939,0.9999999999999998,1
-1812.439666276332,-1654.8720712931827,-1475.3989472945686,-1535.72072865488,100593.97083737195,0.9999999999999998,1
-1472.9020965866512,-1537.054470476578,-1402.2834356733365,-1336.740753974882,103712.46633081693,0.9999999999999998,1
-1607.2243433952099,-1765.9447625397006,-2054.6631691689836,-1899.5461436318,102702.03674116266,0.9999999999999998,1
-1645.815436062985,-1575.0266097016865,-1760.5658514284296,-1955.0640234990278,102460.69070061237,0.9999999999999998,1
-2060.117345766863,-1895.0877153971232,-1711.1687853261828,-1787.9283619667403,100768.01322426012,0.9999999999999998,1
-1755.236026504077,-1952.1398892211728,-1847.9200971559621,-1772.633573610452,102045.22598890123,0.9999999999999998,1
-1857.2329155331245,-1774.2506128537934,-2071.419790920452,-1900.6970978431636,101437.84967470386,0.9999999999999998,1
-1650.5875484064454,-1575.4641779965023,-1758.9193604729371,-1952.8004490508465,102077.1087495189,0.9999999999999998,1
-2063.307012941572,-1896.4523113934556,-1714.5473174486542,-1782.5143892933847,101735.74679725013,0.9999999999999998,1
-1469.5955575383268,-1541.5502977108117,-1403.1908289000858,-1330.860228782054,102430.92013596896,0.9999999999999998,1
-1157.5728993101511,-1086.6260621757247,-1021.6607275329297,-1215.9307657062309,100189.67616003676,0.9999999999999998,1
-1089.5188747914508,-912.8123417850584,-732.1761089002248,-812.3483442503493,98675.4186827045,0.9999999999999998,1
-536.69013575383,-729.177176623256,-618.2236946878256,-544.2826001513749,99684.81653669832,0.9999999999999998,1
-490.35090535285417,-569.8658532857662,-418.26246375695337,-346.0169463629136,101053.27284724443,0.9999999999999998,1
-372.66513600968756,-304.46291795524303,-597.8538620916661,-413.03455110639334,100479.06409979424,0.9999999999999998,1
-358.410039841081,-411.95278504421003,-241.72469373606145,-317.51470131310634,98059.95008448302,0.9999999999999998,1
-101.69161969516426,-50.231998767354526,-237.9684317180654,-123.4798093495192,98859.63818273926,0.9999999999999998,1
-161.47251802438404,-2.9325490527553484,-75.04156009841245,80.54482288321014,99034.64712074537,0.9999999999999998,1
169.27768923190888,323.9823907989776,393.4687970007071,438.5574983539991,99752.22602820813,0.9999999999999998,1
427.05496855278034,139.94191397947725,91.28441309346817,239.69392806012183,97389.90528460167,0.9999999999999998,1
254.29309502465185,366.61912024382036,427.9417923297733,136.26185242307838,99660.43104147581,0.9999999999999998,1
91.51909181568772,243.13370104436763,169.08181197172962,317.88121150876395,90413.9778665597,0.9999999999999998,1
165.69813748681918,320.5655247019604,394.29110750346445,436.83013206196483,90400.85093179187,0.9999999999999998,1
87.15836846735328,238.04743710462935,161.43839143728837,70.93982482200954,90236.96185469882,0.9999999999999998,1
-156.90890510345344,-4.06573873932939,-82.50079056003597,-169.95694856136106,90510.06062054941,0.9999999999999998,1
-326.56479171838146,-416.56688661454245,-100.20734690024983,-57.14847624790855,90491.27547991132,0.9999999999999998,1
-68.71177942340728,-359.30574588046875,-395.8955245844554,-253.5652169957757,89885.51395155366,0.9999999999999998,1
-342.34623455640394,-312.2788413751405,-487.18741747783497,-365.1881410232745,90027.97549156508,0.9999999999999998,1
-642.1847662164364,-501.6094066819642,-579.197371162707,-653.7798585415585,90543.68701107932,0.9999999999999998,1
-574.7669921776978,-647.640345276799,-338.74471089907456,-310.51080367108807,91870.55278130589,0.9999999999999998,1
-318.75214071094524,-609.0833791961195,-636.6478443320375,-502.8005648178514,90364.63024929585,0.9999999999999998,1
-335.83693868352566,-310.05734080146067,-478.2443817087915,-352.0423926790245,90042.69565702823,0.9999999999999998,1
-319.17755433090497,-612.9738101250259,-635.5165245954413,-496.59981069131754,91036.32331993374,0.9999999999999998,1
-722.0877287697513,-596.2045662112068,-566.8346643716795,-860.6047408661107,93607.39745344703,0.9999999999999998,1
-724.7547449256526,-597.7421325804899,-566.9725731825456,-862.4386943068821,93074.41064189422,0.9999999999999998,1
-838.7244561753469,-896.1118185329251,-578.0768036384834,-315.57509569858667,92795.99437142802,0.9999999999999998,1
-325.35540157021023,-617.7594796058256,-874.3586904406548,-742.9133616730105,93861.94605539892,0.9999999999999998,1
-575.9548779011238,-328.5268367326353,-481.8094413415529,-345.7621656784322,96035.00241514253,0.9999999999999998,1
358.14777935668826,106.21409371658228,241.14968411787413,142.20689089014195,113079.38924125338,0.9999999999999998,1
648.5753202657215,499.5309572815895,634.6563476056326,649.0357954477658,116650.86293750764,0.9999999999999998,1
388.4082448731642,410.70412594650406,105.578310724115,-136.78964580432512,116029.72708290568,0.9999999999999998,1
-151.54682354198303,-81.00483057776,155.19042107381392,11.288420528755523,117046.75374925476,0.9999999999999998,1
163.30647146515548,11.983574433019385,-89.66176400019322,-83.81583288195543,117433.6067004861,0.9999999999999998,1
-498.7025694414042,-598.4148470850196,-638.9866842668271,-570.9812784475507,119674.58181619168,0.9999999999999998,1
-584.4117266759276,-576.766903679003,-871.5944368859055,-1103.5084380632034,120224.78884468933,0.9999999999999998,1
-1357.6304326648824,-1593.5105977451894,-1477.8813058901578,-1583.8943799841218,121711.9057782676,0.9999999999999998,1
-1315.971219570958,-1455.837868063827,-1563.0846416556742,-1551.7597571023507,123340.10734516557,0.9999999999999998,1
-1964.3202758893603,-2077.42607024929,-2107.2447600835003,-2034.2550025982782,125763.85458403132,0.9999999999999998,1
-2590.1948709115386,-2816.774839777034,-2697.6076025639195,-2817.328344970476,126014.1106649114,0.9999999999999998,1
-2299.6691576286685,-2441.733932320494,-2537.4262849992374,-2534.733089543646,127310.42677261012,0.9999999999999998,1
-2943.4157995641,-2819.968714339193,-2835.666476915707,-2519.9567448187154,129026.30770306829,0.9999999999999998,1
-2535.7386551442323,-2535.301554336911,-2843.8203937941,-3062.8925134985475,129904.65641624585,0.9999999999999998,1
-2844.699270283687,-3060.7486158489482,-2946.7994740490103,-2821.74142691819,128836.61579640738,0.9999999999999998,1
-2551.5733915566234,-2687.887135091587,-2783.1867982749827,-2785.866904080729,132445.6478007955,0.9999999999999998,1
-3190.216005027527,-3055.239743214217,-3083.3623884185217,-2765.9360422418686,132313.86796761028,0.9999999999999998,1
-2774.4849860530812,-2784.4999706469243,-3089.0928501256276,-3300.1036154755857,132975.3692460554,0.9999999999999998,1
-3575.597735861549,-3781.7541110690217,-3684.608807257493,-3555.914642394753,132795.64423900784,0.9999999999999998,1
-3042.2599529305007,-3170.5273017107975,-3254.3389272053028,-3273.4895524159074,133090.63952406688,0.9999999999999998,1
-3678.1214832968544,-3543.1816855081124,-3571.5259197847918,-3253.418911816203,135246.88304056358,0.9999999999999998,1
-3264.3828960238025,-3275.983598198858,-3585.7740036409814,-3787.1872507296503,135645.9424108578,0.9999999999999998,1
-3571.810152181424,-3256.1135097342776,-3053.1968228634214,-3172.8156529961852,134733.14676777358,0.9999999999999998,1
-3053.465160685242,-3173.4149719640845,-3259.9342850265093,-3278.94933886372,136925.39624159617,0.9999999999999998,1
-3682.19937671104,-3550.636708582286,-3568.429750108975,-3254.59744778974,138489.52514763773,0.9999999999999998,1
-223.87134632258676,-313.0188740788726,-336.69103833590634,-646.3178231549682,204921.84595703756,0.9999999999999998,1
-618.0156627527904,-623.465164475725,-306.73256974085234,-106.55722953751683,195877.75656700507,0.9999999999999998,1
-307.17621537309606,-105.331009839545,-231.24128667276818,-317.5623850375414,198466.5438824049,0.9999999999999998,1
-839.3448120804969,-744.9707741361344,-616.1681521746796,-624.4646527388832,201820.77327881,0.9999999999999998,1
-232.48433592054062,-317.14304875500966,-335.1427197542507,-647.5071113408776,194890.94575782891,0.9999999999999998,1
-621.1062225786736,-629.1932887453586,-311.4041722730035,-113.54009024228435,187028.68496195183,0.9999999999999998,1
-333.83141733228695,-642.2081405911595,-834.0780979678966,-738.9672997322632,185601.46788576257,0.9999999999999998,1
-841.683184527792,-745.5345640544547,-624.8512648968026,-626.1373229940655,186026.13700479097,0.9999999999999998,1
-233.62500540702604,-325.1688740599202,-342.5664211662952,-645.5922825635644,185339.85639686443,0.9999999999999998,1
-838.0325746835442,-743.9109799861908,-627.1872999066254,-625.040129844565,185856.4006497879,0.9999999999999998,1
-311.4537259474164,-118.96762005297933,-232.594195481739,-315.673735559918,183882.91162789564,0.9999999999999998,1
-301.67809495073743,-115.6573411046993,-231.55029590660706,-311.62202144542243,182934.83635699187,0.9999999999999998,1
-835.8653026592219,-742.2953432053328,-626.058785094996,-630.5686369540635,185429.30827633585,0.9999999999999998,1
-226.82165990013164,-312.5415693470277,-339.5001706901239,-650.2414456959814,185056.4096013279,0.9999999999999998,1
-347.72280823020265,-650.6448874037014,-826.6212049437454,-744.5533078035805,185109.30984763126,0.9999999999999998,1
-303.4596897921292,-103.2965042636497,12.365979203488678,-57.045161511632614,182578.40800417616,0.9999999999999998,1
-101.2063676759135,-408.35359882435296,-600.526488097501,-498.68480491661467,184483.84669480915,0.9999999999999998,1
-385.61126719380263,-378.2151475439314,-58.97307993879076,121.66969777096529,183996.83903202976,0.9999999999999998,1
-57.370532807777636,125.69196017330978,12.53287223901134,-61.22964207455516,184790.89061520319,0.9999999999999998,1
-573.4729867930291,-506.85368139483035,-371.7820521326503,-372.66420103469864,185543.53736894354,0.9999999999999998,1
261.9510076714214,184.77863957325462,149.45014212932438,-155.0497073379811,185902.72343215707,0.9999999999999998,1
-132.76925335195847,-130.16768544528168,186.4854364155326,379.9139970988035,185389.23041635373,0.9999999999999998,1
185.986159771448,369.8639509428758,262.7134797748877,193.31729865958914,184656.97723322723,0.9999999999999998,1
-144.72758346027695,-125.74899364763405,191.29120785859413,357.77659428608604,185047.85697472194,0.9999999999999998,1
256.607158122235,190.83307011402212,141.20974006445613,-158.73444376932457,184983.30766791623,0.9999999999999998,1
-999.153074624599,-874.983253733255,-854.5330132880481,-541.9713419787586,189901.29809778955,0.9999999999999998,1
-547.9645316577516,-593.4178732567234,-896.4297100291587,-1065.6770125739276,192744.5093300141,0.9999999999999998,1
-508.3136448400328,-395.60100746294484,-365.4887354822131,-57.32986139575951,191767.817414038,0.9999999999999998,1
-57.97125423816033,-117.08177550032269,-408.1025580398273,-566.4835812633391,146638.82240386363,0.9999999999999998,1
-407.99316596612334,-569.223057980882,-260.2493531915825,-155.563476094394,128572.36739616985,0.9999999999999998,1
348.5890625574393,24.229409350431524,-44.588022246723995,-114.49189478100743,131390.34397066035,0.9999999999999998,1
-264.8999187864829,-156.41523830930237,-113.40779128135182,195.1147880757926,130803.76488744801,0.9999999999999998,1
-50.926217696629465,-117.83162544143852,-411.1959227906773,-562.0924712278647,131410.0276564223,0.9999999999999998,1
-412.4020405263873,-565.1722788413754,-260.05628085637,-158.29313557455316,132803.98912140715,0.9999999999999998,1
349.90690980432555,20.455382807645947,-48.07781639287714,-121.84968045633286,134073.3237286524,0.9999999999999998,1
-261.8317983603338,-157.89296627929434,-110.54536535276566,188.0533894719556,133742.47397718343,0.9999999999999998,1
592.3851933814585,266.1612000465393,200.863014307688,124.46387052536011,135958.63947026353,0.9999999999999998,1
-21.613349331426434,86.17477477900684,135.2679740098538,442.1375175865833,136040.41630582997,0.9999999999999998,1
204.78897428617347,118.34352424787357,-172.24015748430975,-308.06023422512226,136919.9833017049,0.9999999999999998,1
138.32487473613583,437.37241755553987,590.6840063891141,270.7271504049422,135510.21934254197,0.9999999999999998,1
584.5402857369045,267.22566907142755,205.53461683983915,121.66315294604283,139998.93886291602,0.9999999999999998,1
-22.88818772882223,79.89688521588687,141.64123102184385,440.7523521404946,138852.35998067606,0.9999999999999998,1
220.12770646694116,364.2269867346622,71.71865898778196,-61.86869747948367,137471.29529979528,0.9999999999999998,1
877.865781624103,1175.1929704638897,1311.7077336214716,1009.2386498301057,136985.89090265776,0.9999999999999998,1
949.8756853209343,1096.0450002141297,805.5454662309494,691.3831501335371,138122.09495661597,0.9999999999999998,1
1126.723399550654,1428.847010083613,1553.4146628327435,1252.026410128572,136846.88315292864,0.9999999999999998,1
217.29379727551714,363.3499801950529,67.91564822033979,-43.53617538418621,142125.38385089705,0.9999999999999998,1
603.3730194512755,308.65861821803264,193.91381270252168,466.43751754867844,154383.78882988208,0.9999999999999998,1
696.8901528182905,814.1837001536041,515.6471211656462,468.33224436372984,152813.37974156576,0.9999999999999998,1
559.381511247484,394.38367002736777,693.6799161938252,812.237549714162,152848.71738015662,0.9999999999999998,1
551.7404281505151,403.16261768585537,693.640179756796,813.8153200079687,152763.64170199994,0.9999999999999998,1
603.0780348422704,310.2850072112633,205.20690810622182,462.93743867764715,151126.89255418608,0.9999999999999998,1
449.3901185756549,563.5898336726241,278.02229275600985,230.60363373032305,147214.6456322898,0.9999999999999998,1
-39.08335699944291,220.4722447503591,303.7780487758573,161.3645284131635,145056.3330467527,0.9999999999999998,1
449.08718667924404,558.5325539575424,275.33049976290204,232.37073645938653,145076.43810968995,0.9999999999999998,1
348.40393750963267,60.34001337259542,-39.19461902312469,219.71678495930973,143300.37867065938,0.9999999999999998,1
451.0931755179772,557.6260957057821,273.2132489004871,229.42416278179735,143719.46625527408,0.9999999999999998,1
-26.139095765305683,217.11054217768833,58.35646393359639,-79.53551738266833,140267.67170686027,0.9999999999999998,1
48.8248614090262,-80.62803565722425,208.15815665875562,307.27859513438307,139575.43197500883,0.9999999999999998,1
97.50994405720849,-183.42479578929488,-277.2897398521891,-27.604669060441665,137550.47515232256,0.9999999999999998,1
208.41574226820376,299.55897413834464,35.38179101829883,-8.709292021812871,137474.4503724972,0.9999999999999998,1
-271.0604689884931,-34.15183142037131,-194.28967264806852,-313.78789100726135,133824.7827330629,0.9999999999999998,1
-406.3677119478816,-473.1160438945517,-464.38337749801576,-652.3965630454477,128117.45009358012,0.9999999999999998,1
-706.6185675780289,-595.1312149239238,-697.7082559335977,-721.9409376964904,122372.69382381727,0.9999999999999998,1
-618.0016381279565,-726.0852143348893,-754.3981269494398,-874.1955373050878,121894.25094553892,0.9999999999999998,1
-786.6865532168886,-845.3852179964306,-895.8635826733662,-686.0065764597384,116838.43432753353,0.9999999999999998,1
-1113.5930782937212,-1020.114278901252,-1024.1379437660798,-730.5557972444221,114331.44028086412,0.9999999999999998,1
-871.418661587988,-984.9503370553721,-1150.0697250240482,-1080.5216104730498,113320.63951507637,0.9999999999999998,1
-970.8990654343506,-967.4335806379095,-872.528476899839,-780.5288079398451,111962.34742129594,0.9999999999999998,1
-900.5473398803733,-1005.8989191696746,-1072.6645481536398,-1295.3325816654833,106827.8851518509,0.9999999999999998,1
-1190.7018680926412,-1050.7594866256695,-907.1132017400814,-958.9047387889586,103970.11148571176,0.9999999999999998,1
-244.087843020563,-225.75438595027663,-71.00387060875073,75.84750853886362,109585.2754666663,0.9999999999999998,1
238.8463732326636,183.13588851771783,132.66921102814376,106.83912449667696,110220.4273315344,0.9999999999999998,1
987.3363932271022,1247.1519180238247,1225.6423509161687,1181.5947442130418,104292.2114278982,0.9999999999999998,1
1254.4283608751139,1221.4433782409178,1373.6984453370096,1565.9297705469653,102107.38036676605,0.9999999999999998,1
